entry,year,genre,source,a,b,c,text,
172,1960,FIC,ConstantImage,A,B,C,"  from Montgomery Ward. In gray October down from their pride of place in the mulberry tree, three spatsies fell in the first morning of my wrath. Godlike through",
173,1880,FIC,BricksWithoutStraw,A,B,C,"  should say. "" Thus adjured, Pardee opened the letter and read: "" MULBERRY HILL Saturday, Oct. 8, 1871. "" MY DEAR MISS AINSLIE: """,
174,1938,FIC,TellTime,A,B,C,"  over to his wife who stood leaning both arms on a low limb of a mulberry tree, looking absently down the sloping hill. Having children is like offering life",
175,1944,FIC,Harpers,A,B,C,"  that afternoon, when parents and servants had returned, a wrathful, delegation from Mulberry Lane swept into the compound and was fittingly received in the back yard. The",
176,1879,FIC,NightOff,A,B,C,"  Professor (nervously). Oh, I remember -- your daughter. MUL. Mulberry (savagely). No; I have no daughter. My son, my",
177,1893,NEWS,NYT-Reg,A,B,C,"  , formed in procession in Paradise Park and marched to Fourteenth Street, passing through Mulberry and Grand Streets and the Bowery and Second Avenue on the way. The various",
178,1934,NF,UponFieldHusbandry,A,B,C,"  this Colony, not so fully prepar'd, by Reason of the Scarcity of Mulberry Trees, to take all the Advantage of such a noble Encouragement as they and",
179,1954,NF,GoodTasteInHome,A,B,C,"  The South admired deeper, richer colors in their walls and frequently used shades like mulberry (called Palace mulberry at Williamsburg). Furniture. The complex intricacies of Charles",
180,1880,FIC,BricksWithoutStraw,A,B,C,"  anything less than friendly sympathy and approval, in the welcome she had received at Mulberry Hill. This house had seemed to her like a new home. The exile",
181,1934,NF,UponFieldHusbandry,A,B,C,"  or Eggs of the Worm, a Chamber or Garret for their Reception, and Mulberry Leaves for Food: There are few among us but what have some Land,",
182,1975,NF,scan,A,B,C,"  them with manure to make a strawy, rich top dressing. I planted a mulberry tree in each run to provide shade and berries. Hens also love the leaves",
183,1916,MAG,Atlantic,A,B,C,"  whether her fear was well grounded. The star-arrester,' leaning against an aged mulberry tree, turned his eyes toward the stellar world, while his lips moved rapidly",
184,1958,FIC,WinthropWoman,A,B,C,"  stood a moment by the open window, watching. She saw Martha pop a mulberry into Jack's mouth and heard the girl's soft timid laugh, which held",
185,1879,FIC,NightOff,A,B,C,"  is so queer. Look how he smiles and stares at us. MUL. Mulberry Your husband, no doubt, has told you a great deal about my affairs",
186,1853,NF,LangstrothOnHive,A,B,C,"  swarms at the most extravagant prices, he could not, like the growers of mulberry trees, or the breeders of fancy fowls, multiply his stocks so as to",
187,1861,FIC,ElsieVenner,A,B,C,"  aright. "" It is he, too, who tells the story of the mulberry mark upon the neck of a certain lady of high condition, which "" every",
188,1894,MAG,Century,A,B,C,"  was broached some years ago. There was a chance to try it when the Mulberry Bend Park was taken in hand, for there was a public school in that",
189,1834,NF,JournalRecentVisit,A,B,C,"  becomes more rare, /q/ its place being taken, in general, by the mulberry. The plain round Avignon is said to be one of the richest in France",
190,1934,NF,UponFieldHusbandry,A,B,C,"  they were animated before, will excite them to plant a Range or two of Mulberry Trees, within the Circuit. 5. The planting of Mulberry Trees thick,",
191,1893,FIC,NibsysChristmas,A,B,C,"  not under Southern, cloudless skies. They were in "" The Bend "" in Mulberry Street, and the wintry wind rattled the door as if it would say,",
192,1881,FIC,PoemsStories,A,B,C,"  has run off with the Count. DNOUEMENT. There' s a tenement-house in Mulberry Street, Where thieves, and beggars, and loafers meet, -- A house",
193,1933,NF,HomeMankind,A,B,C,"  , Constantinople, and turned it into the capital of their own empire. The mulberry tree found ideal living conditions in Lombardy, the plain of the Po, so",
194,1873,NF,GreatRiotsNewYork17121873,A,B,C,"  the morning, the various detachments of police kept arriving until Bleecker, Houston, Mulberry, and Mott Streets were dark with the massed battalions, ready to move at",
195,1879,FIC,NightOff,A,B,C,"  he said, "" No matter on second thoughts tell him Mulberry. "" READY MULBERRY, to enter L. C. PROF. Professor (L.). "" No matter",
196,1841,NF,Book,ATreatise,A,B,C,  The Judas-tree. The Chestnut. The Osage Orange. The Mulberry. The Paper Mulberry. The Sweet Gum. The Walnut. The Hickory The Mountain Ash. The
197,1949,FIC,LotteryAdventures,A,B,C,"  of the dance, he rises suddenly and dances with the others and the red mulberry juice mingles with his sweat and disappears. Then you, the terrible one,",
198,1880,FIC,BricksWithoutStraw,A,B,C,"  -- that you are, under the will of my grandfather, the owner of Mulberry Hill, makes it necessary that you should. "" "" Please, Hesden,",
199,1841,NF,Book,ATreatise,A,B,C,"  . Lin. Syst. Moncecia, Tetrandria. The three principal species of the Mulberry, are the common Red American, the European Black, and the White mulberries"
200,1937,FIC,Play:BeppoBeth,A,B,C,"  myself over in Brooklyn among the gefllte-fish, designing bedroom, dining-room and living-room in mulberry, orchid and blue for families that live in the kitchen! p. 75 LONGBROKE",
201,1893,FIC,ColonelSellers,A,B,C,"  never did! I was drunk, Polly. MRS. SELLERS: Drunk, Mulberry? SELLERS: Drunk, my dear, hopelessly, fatally drunk -- drunk,",
202,1879,FIC,NightOff,A,B,C,"  MUL. Mulberry (eying him). Why, Mulberry! PROF. Professor Mulberry! Ah, to be sure! Mulberry (aside), not an idea",
203,1833,NF,HistoryVegetable,A,B,C,"  of that of another tree resembling the wild-fig of the West Indies. The paper mulberry will grow in England, but the cultivation of it would not, probably,",
204,1929,NF,NewRegionalGeography,A,B,C,"  subtropical and tropical islands. Silk, since the introduction of the silkworm and the mulberry from the east, has been very important, but here the competition from China",
205,1873,FIC,Virginian,A,B,C,"  the manner in which the mirror is held up to their nature. The Sir Mulberry Hawks and the Lord Verisophts of the pave and the Board room, may find",
206,1898,NF,AgeFable,A,B,C,"  await the other at the foot of a certain tree. It was a white mulberry tree, and stood near a cool spring. All was agreed on, and",
207,1834,NF,JournalRecentVisit,A,B,C,"  the leaves to others. The ordinary price given for the leaves of a good-sized mulberry tree was from seven to eight francs, and if the leaves happened to be",
208,1880,FIC,BricksWithoutStraw,A,B,C,"  But nowhere did the conduct of Hesden cause more intense or conflicting feelings than at Mulberry Hill. His achievement in succoring, hiding, and finally rescuing Eliab Hill was",
209,1843,FIC,LettersFromNew-,A,B,C,"  would fly upward, their winged types should be in cages too. Walk down Mulberry street, and you may see, in one small room, hundreds of little",
210,1833,NF,HistoryVegetable,A,B,C,"  till the end of that month. It is stated that the Chinese dry the mulberry leaves in the sun, /q/ and keep them in close-stopped vessels, for the",
211,1880,FIC,BricksWithoutStraw,A,B,C,"  be molested, and thought it quite as well that she should not be at Mulberry Hill for a few days, until the excitement had somewhat worn away. On",
212,1913,FIC,Virginia,A,B,C,"  fences which surrounded the backyards of negro hovels, under the moving shadows of broad-leaved mulberry or sycamore trees, he gazed down on the swarms of mulatto children; though",
213,1841,NF,Book,ATreatise,A,B,C,"  attention of those who have facilities for planta tions of this kind. The Black mulberry of Europe (Morus nigra) is a low, slow-growing tree, with rough"
214,1879,FIC,NightOff,A,B,C,"  with ANGELICA. DAMASK and JACK with NISBE, L. PROFESSOR and SNAP down C. MULBERRY and SUSAN running with articles between each group. SNAP (to PROFESSOR, aside",
215,1893,FIC,ColonelSellers,A,B,C,"  our -- simple luncheon. MRS. SELLERS: I can't help it, Mulberry! If he touches me, I shall scream. Throughout this scene the reporter",
216,1902,NF,RacesMan,A,B,C,"  of posts with roofs of leaves, and their clothing of bark of the paper mulberry tree, although the cotton plant grows wild in the the islands. The religious",
217,1879,FIC,NightOff,A,B,C,  SNAP looks in from behind curtain. SNAP. Professor! Professor! MUL. Mulberry (impatient). What the devil's that? PROF. Professor (rises,
218,1917,FIC,AdventuresJimmie,A,B,C,"  of, one on top of another, that had shaken the old headquarters on Mulberry Street to its foundations, until the Gray Seal had become a name to conjure",
219,1948,FIC,Harpers,A,B,C,"  this morning, "" said Giovannino. "" She was picking the leaves on the mulberry tree down near the highway. "" "" She can't be there now,",
220,1934,NF,UponFieldHusbandry,A,B,C,"  ' By this it seems, that the Worms like the Leaves of the black Mulberry the best, since they devour them so greedily. He farther adds, that",
221,1893,FIC,ColonelSellers,A,B,C,"  good indeed. SUCKERS, reading: "" A report having been circulated that Colonel Mulberry Sellers, the eminent scientist, inventor and humanitarian, being overcome by emotion while",
222,1921,FIC,Play:Greatness,A,B,C,  .... TILLERTON -- To CANAVA. Here's your tea. Kitty Mulberry had it ready. To the others. She'll bring more in a moment,
223,1934,NEWS,NYT-Ed,A,B,C,"  proved it in this fashion. Sheets are made from the inner bark of the mulberry tree, which are cut into rectangular pieces of various sizes, each of which",
224,1933,MAG,Nation,A,B,C,"  deprived of both employment and income. The district studied is that served by the Mulberry Health Center, lying between Broadway and the Bowery and Bleecker and Canal streets.",
225,1934,NF,UponFieldHusbandry,A,B,C,"  the present State of Affairs. It is a disputable Point, whether the black Mulberry Leaves, or the white, are the best for Silk, but it is",
226,1932,MAG,Atlantic,A,B,C,"  he was the proprietor of Shakespeare's garden, with Gothic barbarity cut down his mulberry tree, and, as Dr. Johnson told me, did it to vex his",
227,1903,MAG,Harpers,A,B,C,"  La Trovatella del. Cinque Ranh? "" cries the keener of the book-store in Mulberry Bend. You nod your wish to possess that work? or, I Delitti",
228,1832,NF,DomesticManners,A,B,C,"  yellow up to brightest orange. The dog-wood gives almost the purple colour of the mulberry; the chesnut softens all with its frequent mass of delicate brown, and the",
229,1879,FIC,NightOff,A,B,C,"  remember me? PROF. Professor To be quite honest about it -- MUL. Mulberry (eying him). Why, Mulberry! PROF. Professor Mulberry! Ah",
230,1913,MAG,Atlantic,A,B,C,"  , the lower slopes are covered with grapevines and fig trees, while groves of mulberry trees form the immediate environs of the town. In its depressed location El-Shweir sees",
231,1921,FIC,Play:Greatness,A,B,C,"  to marry. TILLERTON Sascha Bloch? PRESCOTT Yes. KITTY MULBERRY enters. KITTY MULBERRY To TILLERTON. Would you like anything hot, sir? Or just what I",
232,1893,FIC,ColonelSellers,A,B,C,"  up whenever I look at them; it reminds me of our young days, Mulberry. SELLERS, utterly aghast: The gentleman who saved Mary's life -- and",
233,1879,FIC,NightOff,A,B,C,  Professor (back to C.) But such a promising young man -- MUL. Mulberry Promising! Egad! I couldn't get him to promise. (Pulling his,
234,1944,NF,GreekRevivalArchitecture,A,B,C,"  also responsible, in his design for the old St. Patrick's on Prince and Mulberry Streets, begun in 1809, for what was possibly the first attempt at Gothic",
235,1908,NEWS,NYT-Reg,A,B,C,"  coch -- re at the north end of the new Police Headquarters building, at Mulberry and Grand Streets, caved in yesterday afternoon. No one was Injured, none",
236,1889,FIC,MulliganGuardBall,A,B,C,"  it. Business MULLIGAN: Set down ladies and gentlemen it's a neighbor from Mulberry Street. All sit and pig business on table, pig gets down and goes",
237,2004,FIC,DoctorIlluminatus,A,B,C,"  took in the neat garden with its trim flowerbeds, smooth lawn and an ancient mulberry tree in the center, the curve of the gravel drive, down the center",
238,1953,MAG,Time,A,B,C,"  , a lot of conversation goes' round the news. Some of 1953's mulberry bushes: # The cold war-how to wage it. The Korean war-how to """,
239,1921,FIC,Play:Greatness,A,B,C,"  's used to making herself very free -- wherever she happens to be. KITTY MULBERRY Yes, sir.... I've cut out the article to put",
240,1998,MAG,FieldStream,A,B,C,"  and video games, then hugs the high brick wall that borders the cemetery from Mulberry to Mott. # Compared with midtown, Nolita is barely reduced by the holiday",
241,2009,FIC,MarryingCaptain,A,B,C,"  ring true. # "" Would you do me the favor of staying at the Mulberry Inn -- that's the name of it -- during your time in Plymouth?",
242,1839,NF,AmericanFruitGarden,A,B,C,"  persede anything that has hitherto been introduced for the purpose. The locust, white mulberry, sweetbriar, beach, and many varieties which have been cultivated for other uses",
243,1987,FIC,LegacyHeorot,A,B,C,  replace. How long would it be until they thawed out the silkworms and the mulberry bushes for them to feed on? Not exactly a high priority item... He,
244,1933,MAG,Nation,A,B,C,"  in both April, 1932, and November, 1930, the unemployed portion of Mulberry's population suffered more sickness than the employed. This association persists after all cases",
245,1879,FIC,NightOff,A,B,C,"  quite honest about it -- MUL. Mulberry (eying him). Why, Mulberry! PROF. Professor Mulberry! Ah, to be sure! Mulberry (aside",
246,1954,NF,StoryMan,A,B,C,"  , breadfruit, pandanus, bananas, and coconuts were staples, with the paper mulberry providing the finest bark for tapa cloth. Pigs, dogs, and hens provided",
247,1869,MAG,Putnams,A,B,C,"  the same way, were dragged up from the seashore, andunderthe shadow of a mulberry tree passed the whole day. Gallatin had no difficulty in determining into what hands",
248,1993,FIC,StrangeDevices,A,B,C,  was enough to kill the yeast. He often climbed to the top of the mulberry tree to see the love of his life skipping in her winged sandals over the,
249,1879,FIC,NightOff,A,B,C,"  Mrs. Babbitt (preventing him). What are you doing there? MUL. Mulberry Oh, isn't this going? (Pulls cushion out and throws it on",
250,1879,FIC,NightOff,A,B,C,"  . PROF. Professor Yes, yes; John, the rascal. MUL. Mulberry No, sir; Reginald Plantagenet and Victor Cholmondely came before John. John is",
251,1879,FIC,NightOff,A,B,C,"  and packs. MRS. B. Mrs. Babbitt (looks at ANGELICA and then at MULBERRY). But, sir, you see we are busy. MUL. Mulberry",
252,1997,MAG,PopScience,A,B,C,"  face down, his nose mashed like a mauve marshmallow against a thin layer of mulberry leaves. A frigid December rain spatters his nude body, but it is only",
253,1860,FIC,ElFureidis,A,B,C,  foreground of the nuptial procession now winding slowly up the steep bridle-path which skirts the mulberry grove. There is a moment's struggle between pride and passion; for a,
254,1889,FIC,BustedEx-Texan,A,B,C,"  of a burnt-out world. Don Juan San Diego went the wrong side of a mulberry tree, and the lasso parted with a snap. He never stopped until his",
255,1879,FIC,NightOff,A,B,C,  I studied medicine for one term with my friend Harry. My name is Jack Mulberry. NIS. Nisbe Dr. Damask is my brother-in-law. JACK. Then I have,
256,1837,FIC,LiveLetLiveDomestic,A,B,C,"  was made a divinity for her great discovery, and called the spirit of the mulberry and silkworm. There is a volume of poems about to issue from the press",
257,1904,FIC,RoseOldStLouis,A,B,C,"  round pace. So it was not yet quite noon when the white walls of Mulberry House came in view, the blue smoke curling from its chimneys giving promise of",
258,1932,FIC,MardiGrasMurders,A,B,C,"  to love, If ever I cease to love, Potatoes will grow on a mulberry mow, If ever I cease to love! "" With a grim fury they",
259,1946,FIC,SalemFrigate,A,B,C,"  thee! "" She opened it, revealing a rich, pearl-gray aba, a mulberry caftan and fresh drawers and a shirt, a headdress, such as worn by",
260,1863,NF,archive,A,B,C,"  (Marco Polo found, in China, money made of the bark of the mulberry tree, bearing the stamp of the sovereign, which it was death to counterfeit",
261,1937,NF,YourClothesPersonality,A,B,C,  also are able to raise them. It is absolutely necessary for them to have mulberry leaves to feed on. Most silk is made by worms which have special attention,
262,1901,NEWS,NYT-Reg,A,B,C,"  haunts, said that the tip to do no business for a while came from Mulberry Street. Tips from this source are virtual commands and are never disregarded. To",
263,1913,FIC,Virginia,A,B,C,"  leaning on the front gate watching the slow fall of the leaves from the gnarled mulberry tree at the corner, when Mrs. Pendleton appeared on the opposite side of the",
264,1841,NF,Book,ATreatise,A,B,C,"  wood, which is unable to resist the effects of a severe winter. THE MULBERRY TREE. Morus. Nat. Ord. Urticaceae. Lin. Syst. Moncecia"
265,1943,FIC,TomorrowIsForever,A,B,C,"  Miss Orville, a carriage swept up beneath the portico outside and a flunky in mulberry livery stepped smartly from the box. Mary froze. There was only one carriage",
266,1880,FIC,BricksWithoutStraw,A,B,C,"  lady herself had quite abandoned the notion. In the year she had been at Mulberry Hill she had come to know Hesden better, and to esteem him more highly",
267,1879,FIC,NightOff,A,B,C,"  's adventures off for his own! (Struck.) Unless -- (Seizes MULBERRY.) Is my husband your son? (Turns away bewildered, up stage",
268,1994,FIC,coca_mag,A,B,C,  but only a graduate student in Agricultural Science -- was driving the oysters down to Mulberry to have them irradiated. He was used to being the wrong Pat Boone but,
269,1890,NEWS,NYT-Reg,A,B,C,"  however, a cousin appeared who gave his name andsaid that he lived at 65 Mulberry Street. He had no family, and his nearest relative in this country was",
270,1920,FIC,PoorWhite,A,B,C,"  came into the stores, and in the eyes of the people of Bidwell Allie Mulberry became a hero. The bottle, half-filled with water and securely corked, was",
271,1828,MAG,NorthAmRev,A,B,C,"  well, particularly peaches, nectarines, and apricots. The plum, cherry, mulberry, olive, orange, and applegrow* wild* In fact, I never knew a",
272,1838,FIC,RobBowlALegend,A,B,C,"  early monument of the founders of Maryland. Over these ruins a storm-shaken and magnificent mulberry, aboriginal, and cotemporary with the settlement of the province, yet rears its",
273,1944,FIC,Harpers,A,B,C,  fleet of twenty American gunboats up the Whangpoo and blow the living hell out of Mulberry Lane. The seconds were thrown off balance and could only counter that the girl,
274,1879,FIC,NightOff,A,B,C,"  than the banker's daughter's. (EXITS, up R. C.) LORD MULBERRY ENTERS briskly, L. C., muffled in travelling-coat, shawl round throat, big",
275,1901,NEWS,NYT-Reg,A,B,C,"  do police duty anywhere, and no one ever heard me rebel at orders from Mulberry Street I've no programme except to do police duty. I have an idea",
276,2008,NF,OutliersStorySuccess,A,B,C,"  They spent their first night in America sleeping on the floor of a tavern on Mulberry Street, in Manhattan's Little Italy. Then they ventured west, ending up",
277,1901,MAG,Nation,A,B,C,"  the wise and prudent on Fifth Avenue, that the residents of Stanton Street and Mulberry Bend had a due share of human nature; had minds to perceive what was",
278,1904,FIC,RoseOldStLouis,A,B,C,"  from Captain Clarke introducing me to Mr. Meriwether Lewis, which he had written at Mulberry Hill, after the boat that was to bear me away was in sight,",
279,1927,MAG,Time,A,B,C,"  five acres of mulberry trees would support a family sumptuously. Nine state legislatures established mulberry and silk-reeling bounties. As always before, the boom languished. The industry stayed",
280,1921,FIC,Play:Greatness,A,B,C,"  to speak at a banquet to the Mayor of Newark. KITTY enters. KITTY MULBERRY Eighteen minutes after twelve, the clock says, sir. TILLERTON It's slow",
281,1833,NF,HistoryVegetable,A,B,C,"  year, or they are kept low by pruning. When the leaves of the mulberry fail, or are deficient, in China, those of the ash are said",
282,1968,FIC,Bloodline,A,B,C,"  what do you think of the place? "" Frank said, looking at the little mulberry tree, not at Copper. But when he did that he forgot Copper was",
283,1841,NF,Book,ATreatise,A,B,C,"  The apple, citron, almond, pear, and date, Pomegranates, purple mulberry, and fig, From interlacing branches mix their hues And scents, the passengers"
284,1879,FIC,NightOff,A,B,C,"  . She is now at the White Sulphur Springs with my daughter. MUL. Mulberry Ah, with Angelica? PROF. Professor (astonished). No; with",
285,1841,NF,Book,ATreatise,A,B,C,"  of several distinct trees, is frequently met with in the case of very old mulberry trees in Great Britain, and olive trees in Italy. Kircher, about a"
286,1983,FIC,Phantoms,A,B,C,"  "" Here we go' round the mulberry bush, the mulberry bush, the mulberry bush. "" The air was filled with a child's singing. A little",
287,1953,MAG,Time,A,B,C,"  test- it's free, it's easy and it's quick. "" Befitting Mulberry Street's cosmopolitanism, the English spiels alternated with the same pitch in Italian,",
288,1934,NF,UponFieldHusbandry,A,B,C,"  said, that they will yield no Silk. Having considered the Subject of planting Mulberry Trees, as absolutely and essentially necessary, for the Support of the Silk Manufactory",
289,1921,FIC,Play:Greatness,A,B,C,"  . Does that young woman really borrow our stove, Kitty? p. 13 KITTY MULBERRY She takes it, sir. She comes tiptoeing to the kitchen door: """,
290,1847,NF,AmericanMechanic,A,B,C,"  silk business, and forsake their own calling, to plant acres of the Chinese mulberry. One in fifty of these draws a prize; the rest, after some",
291,1860,FIC,ElFureidis,A,B,C,"  neat white villa was separated from the factory and its unsightly appendages by a thick mulberry plantation; but all were evidently the property of one owner, being built on",
292,2009,FIC,ShadowsStillRemain,A,B,C,"  and video games, then hugs the high brick wall that borders the cemetery from Mulberry to Mott. # Compared with midtown, Nolita is barely reduced by the holiday",
293,1921,FIC,GayCockade,A,B,C,"  picture of herself between the tall white candles which illumined the dark mahogany and the mulberry brocades. I leaned back in my chair and watched her, her white fingers",
294,1879,FIC,NightOff,A,B,C,"  The very thing. Come when you can. Don't hurry. MUL. Mulberry Pray, remember where we left off. I don't want to begin all",
295,1879,FIC,NightOff,A,B,C,"  begins by deceiving you. You are, indeed, to be pitied. READY MULBERRY, to enter L. C. with ANGELICA. ANG. Angelica No, mamma!",
296,1992,NEWS,Atlanta,A,B,C,"  "" Bread &; Circuses. "" It'll be on the seven-piece band's own Mulberry Street Records label. # 9 p.m. Imaginary Friend and Soulfinger open. 695",
297,1889,FIC,BustedEx-Texan,A,B,C,"  reached out one foot, and when I came to I found myself facing a mulberry tree, with one leg on each side of it. Illustration: "" AND",
298,1904,FIC,RoseOldStLouis,A,B,C,"  sorry or glad. I had fully intended to make no stay at all at Mulberry Hill, but go on at once to my uncle's; but now that",
299,1841,NF,Book,ATreatise,A,B,C,"  possesses when laden with its long, hairy berries. The value of the Paper mulberry, in ornamental plantations, arises from its exotic look, as compared with other"
300,1944,FIC,Play:PolkCounty,A,B,C,"  no mail from there. LONNIE This do nt say Hell. It say, Mulberry, Florida. BOX CAR Maybe they done took in Mulberry for a new addition",
301,1893,FIC,ColonelSellers,A,B,C,"  'll throw myself forward -- MRS. SELLERS: Wait, wait a minute, Mulberry; I've got something to tell you. SELLERS, faltering: What is",
302,1955,MAG,Harpers,A,B,C,"  she set about realizing her desire by having one of her boys fetch home some mulberry shoots. Having grown their feed, she acquired the necessary livestock, processed their",
303,1928,NEWS,NYT-Reg,A,B,C,"  , was found dead in a sitting posture on a bench in Roosevelt Park, Mulberry and Bayard Streets, at noon by Patrolman Scherbaum of the Elizabeth Street Station.",
304,1896,FIC,WinterEveningTales,A,B,C,"  Then he rose and went to the jury. They were sitting together under some mulberry trees, smoking. Naturally silent, they had scarcely spoken since their verdict.",
305,1974,MAG,NewYorker,A,B,C,"  : half a Pizza Rustica from the Italian Food Center, at Grand Street and Mulberry; a couple of smoked mozzarellas from Alleva, the cheese store across the street",
306,1943,NF,scan,A,B,C,"  for the most part it is manufactured by hand from bamboo, straw, or mulberry bark or a mixture of these fibres. JAPAN In travelling through the more remote",
307,1913,FIC,Virginia,A,B,C,"  of the river, was just beginning to blow in soft gusts under the old mulberry trees in the street, and to scatter the loosened petals of syringa blossoms in",
308,1879,FIC,NightOff,A,B,C,"  remember this night as long as I live! (Listens, L. C.) MULBERRY (outside). Professor Babbitt! ANG. Angelica (outside). My",
309,1920,NF,DaysBeforeYesterday,A,B,C,"  and attention. The trays have to be perpetually cleaned out, and all stale mulberry leaves removed, for the quality and quantity of the silk depend on the most",
310,1991,FIC,SouthernRev,A,B,C,"  through the fern and seven-bark until it joined Mulberry Creek. She knew the changeable Mulberry frolicked and danced into the hills, finally flowing into the river. # The",
311,1835,FIC,ItalianSketchBook,A,B,C,"  in form it is not comparable with what I had seen at home; the mulberry, too, prevailed, and, as we learned, was cultivated wholly on",
312,1892,MAG,Century,A,B,C,"  tations; or who will follow Mr. Riis in his explorations through Baxter street and Mulberry Street in New York, will understand why the people who live in such quarters",
313,1879,FIC,NightOff,A,B,C,  Professor (apologetically). Not at all! not at all! MUL. Mulberry Not at all agreeable? PROF. Professor I mean to say I'm delighted,
314,1879,FIC,NightOff,A,B,C,"  Professor (shakes his head). No! no! no! MUL. Mulberry To make a short story, my wife was a woman of romantic ideas --",
315,1921,FIC,Play:Greatness,A,B,C,"  again...? TILLERTON A little sternly. What about it? KITTY MULBERRY Awkwardly. Nothing, sir. Only I was glancing at the paper myself,",
316,1971,FIC,Play:CowboyMouth,A,B,C,"  ways. Up past Ridge Avenue, down through Ashland, we'll slide through Mulberry, and bingo! We'll be there. CAVALE It won't take long",
317,1934,NF,UponFieldHusbandry,A,B,C,"  whom we derive our Original. To this End, as we have but few Mulberry Trees, we should increase the Number, and as soon as possible. There",
318,1879,FIC,NightOff,A,B,C,  sorry he's not in. MUL. Mulberry My name is -- ahem -- Mulberry. MRS. B. Mrs. Babbitt Mul -- ANG. Angelica Berry. MUL.,
319,1931,NEWS,NYT-Reg,A,B,C,"  Street, 118 Sullivan Street, 133-9 West Thirty-eighth Street, 1,393 Broadway, 119 Mulberry Street, 825 Sixth Avenue. JOHN D. WENDEL estate-51-3 Beekman Street, 53-5 Carmine",
320,1943,NF,scan,A,B,C,"  making these balloons, of remarkable tensile strength, was made of long, drawn-out mulberry fibre, and to render the material impervious to water it was treated in the",
321,1902,FIC,ArtDisappearing,A,B,C,"  loving notice was a trap set by Sonia. On the road which led from Mulberry Street to Cambridge, from the home of Anne Dillon to the home of Lois",
322,1929,NF,NewRegionalGeography,A,B,C,"  , tobacco, fruits, etc., are all grown, but not olives, mulberry trees nor citrus fruits. South of the Gironde estuary there is a barren,",
323,1928,NF,HelenKouesOnDecorating,A,B,C,"  scenes. In such an instance, if the figures in the paper are a mulberry, the dressing table could be in yellow, with the ruchings of mulberry.",
324,1934,NF,UponFieldHusbandry,A,B,C,"  vigorous Prosecution of that useful Work. i. That we may order the planting Mulberry Trees, in such Manner, that they shall spoil no Land, nor in",
325,1984,FIC,GodKnows,A,B,C,  in my chats with Him originated with me. The plan of stealing through the mulberry trees to encircle the Philistines at night at the second battle of Rephaim was I,
326,1928,NF,HelenKouesOnDecorating,A,B,C,"  a background a window-seat showing curtains of a toile de Jouy print in a soft mulberry on a cream ground, hung from a painted wooden cornice. The glass curtains",
327,1918,FIC,MyÁntonia,A,B,C,"  crept through it by a hole known only to themselves and hid under the low-branching mulberry bushes. As we walked through the apple orchard, grown up in tall bluegrass",
328,1860,FIC,ElFureidis,A,B,C,"  rude songs, and curious implements of the peasants at work in their gardens and mulberry plantations, the various domestic occupations which the women were carrying on in the open",
329,1879,FIC,NightOff,A,B,C,"  taking it in different directions, we all go to New York? MUL. Mulberry With me? That will be delightful. PROF. Professor Let's pack,",
330,1930,NEWS,NYT-Reg,A,B,C,  Corrigan expressed his defiance of the underworld from the bench in his court at 300 Mulberry Street at a hearing for Patrolman Leigh Halpern and Daniel Sullivan of Inspector Patrick S.,
331,1904,MAG,Harpers,A,B,C,"  , the thought into the action, the action into the character. When the mulberry seed falls into the ground and germinates, it begins to be transformed into silk",
332,1837,FIC,Nacoochee,A,B,C,  all my life to procure them again. And shoot with my cross-bow -- my mulberry cross-bow -- The robins that perched on the boughs near the gate. How gladly,
333,1927,MAG,Time,A,B,C,  A law still on the books though long dead requires Virginia farmers to plant six mulberry trees per annum for seven years. Just before. the Revolution a great fever,
334,1934,NF,UponFieldHusbandry,A,B,C,"  , I design, in the Spring, to set many Slips of the white Mulberry, and a few of the black Sort, for a Trial; I apprehend",
335,1843,FIC,VariousWritings,A,B,C,"  was a middle-aged man with a long, dry countenance and a complexion like a mulberry. His coat was buttoned up, in a threatening manner, from waistband to",
336,1893,FIC,Poems,A,B,C,"  silent window-sill The jessamine peeps in. All day the red-bird warbles, Upon the mulberry near, And the night-sparrow trills her song, All night, with none to",
337,1993,MAG,NaturalHist,A,B,C,"  do not expect to see breadfruit, this unexpected first cousin of the fig, mulberry, and Osage orange (all members of the Moraceae family), become the",
338,1873,NF,GreatRiotsNewYork17121873,A,B,C,"  , under the pretence of going down through Broadway, knowing that when they reached Mulberry Street they would be in hailing distance of the head-quarters of the police. It",
339,1912,NF,MothsLimberlost,A,B,C,"  them to a big box. The remainder I placed with less ceremony, over mulberry, elm, maple, wild cherry, grape, rose, apple, and",
340,1995,MAG,Horticulture,A,B,C,"  ) turn russet orange, and, like Cinderella at the ball, the common mulberry, so drab and unappreciated the remainder of the year, suddenly (briefly)",
341,1910,MAG,Atlantic,A,B,C,"  To-day science knows that t he silkworm must be fed on the leaves of the mulberry tree, but does not know that the soul of man must be fed on",
342,1904,FIC,RoseOldStLouis,A,B,C,"  before many minutes we were running our nose into the bank at the foot of Mulberry Hill. Down the bank came a long line of men and boys, chiefly",
343,1940,NF,VanLoonsGeography,A,B,C,"  also looked after his wife's garments. Early during the ninth century, the mulberry tree, which is the basic necessity for the cultivation of the silk-worm, made",
344,1984,FIC,CrescentCity,A,B,C,"  turning, tamping the earth down to make a cool place for herself under the mulberry bush. There much later, on another night, she had danced -- danced",
